시도교육청,설립구분,점검영역_총개수,미관리_영역수,관리_영역수,최근점검일,평균점검일,점검경과일_평균,점검경과일_최근,학교급,환경_부적합_수,환경_미실시_수,환경_위험항목_수,학생수,환경위험_log,미관리_norm,환경위험_norm,경과일_norm,위험도_점수,위험군,우선순위_점수,학교_익명ID
경상북도교육청,사립,6,3,3,2025-02-14,2025-02-10 00:00:00.000000,141.0,137.0,중,0.0,10.0,10.0,294.0,2.3978952727983707,0.5,0.6336614981727329,0.0494505494505494,47.5125957796077,고위험,317.71555709397205,S00021
경상남도교육청,공립,6,2,4,2025-02-27,2025-02-27 00:00:00.000000,124.0,124.0,초,0.0,8.0,8.0,1672.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0027472527472527,37.04602818268548,고위험,312.0154934918669,S00022
경기도교육청,공립,6,0,6,2024-12-27,2024-12-15 08:00:00.000000,197.0,186.0,고,0.0,37.0,37.0,1029.0,3.6375861597263857,0.0,0.9612589514865094,0.2032967032967033,39.03281419515886,고위험,309.81570574102204,S00023
경상북도교육청,사립,6,3,3,2025-02-04,2025-02-04 00:00:00.000000,147.0,147.0,중,0.0,7.0,7.0,376.0,2.079441541679836,0.5,0.5495077527409008,0.0659340659340659,44.66212281410494,고위험,309.608785939291,S00024
광주광역시교육청,공립,6,2,4,2025-02-26,2025-02-10 00:00:00.000000,141.0,125.0,고,0.0,10.0,10.0,829.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0494505494505494,39.78592911294104,고위험,307.2040955824976,S00025
전라남도교육청,사립,6,2,4,2025-02-10,2024-10-06 00:00:00.000000,268.0,141.0,중,0.0,7.0,7.0,499.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.3983516483516483,42.43031878480091,고위험,306.1181215234599,S00026
서울특별시교육청,공립,6,1,5,2025-02-05,2025-02-04 00:00:00.000000,147.0,146.0,초,0.0,19.0,19.0,1102.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0659340659340659,38.19447792383243,고위험,305.776931958738,S00027
전북특별자치도교육청,사립,6,1,5,2024-12-06,2024-12-06 00:00:00.000000,207.0,207.0,고,0.0,17.0,17.0,752.0,2.8903717578961645,0.1666666666666666,0.7638020388802209,0.2307692307692307,39.88597571412705,고위험,304.09328051894704,S00028
서울특별시교육청,사립,6,2,4,2025-02-26,2025-02-07 18:00:00.000000,143.0,125.0,중,0.0,16.0,16.0,355.0,2.833213344056216,0.3333333333333333,0.7486975067691373,0.0549450549450549,44.145739567777774,고위험,303.4989015907058,S00029
전북특별자치도교육청,공립,6,1,5,2024-12-05,2024-12-05 00:00:00.000000,208.0,208.0,초,0.0,12.0,12.0,1299.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.2335164835164835,36.74010341927824,고위험,300.1710369742056,S00030
전북특별자치도교육청,공립,6,1,5,2024-12-09,2024-11-22 04:48:00.000000,220.0,204.0,초,0.0,15.0,15.0,755.0,2.772588722239781,0.1666666666666666,0.7326770036545345,0.2664835164835165,39.32128279975897,고위험,299.944372161018,S00031
경기도교육청,사립,6,2,4,2025-02-28,2025-02-25 12:00:00.000000,125.0,123.0,중,0.0,10.0,10.0,777.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0054945054945054,39.059335706347625,고위험,299.06665171958,S00032
경상북도교육청,사립,6,2,4,2025-02-25,2025-02-12 12:00:00.000000,138.0,126.0,고,0.0,10.0,10.0,686.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0412087912087912,39.64969284920477,고위험,298.6547411241484,S00033
서울특별시교육청,사립,6,1,5,2025-02-06,2025-02-06 00:00:00.000000,145.0,145.0,고,0.0,23.0,23.0,637.0,3.1780538303479458,0.1666666666666666,0.8398241467241946,0.0604395604395604,39.891606685667455,고위험,297.52509732784654,S00034
서울특별시교육청,공립,6,1,5,2025-02-25,2025-02-22 14:24:00.000000,128.0,126.0,중,2.0,20.0,22.0,783.0,3.1354942159291497,0.1666666666666666,0.8285774549523743,0.0137362637362637,38.70223645950971,고위험,296.62977022800067,S00035
서울특별시교육청,사립,6,2,4,2025-02-27,2025-02-16 12:00:00.000000,134.0,124.0,초,0.0,11.0,11.0,564.0,2.4849066497880004,0.3333333333333333,0.6566548958105609,0.0302197802197802,40.32132948389622,고위험,295.83056767148344,S00036
전북특별자치도교육청,사립,6,3,3,2024-12-19,2024-12-19 00:00:00.000000,194.0,194.0,중,0.0,10.0,10.0,133.0,2.3978952727983707,0.5,0.6336614981727329,0.195054945054945,49.91943643894835,고위험,294.41683902074936,S00037
서울특별시교육청,공립,6,1,5,2025-02-24,2025-02-15 04:48:00.000000,135.0,127.0,초,0.0,13.0,13.0,1977.0,2.639057329615259,0.1666666666666666,0.6973903490356274,0.0329670329670329,34.15176757432385,고위험,293.3582708243406,S00038
경상북도교육청,공립,6,1,5,2025-02-04,2025-02-04 00:00:00.000000,147.0,147.0,중,0.0,27.0,27.0,431.0,3.332204510175204,0.1666666666666666,0.8805595999492608,0.0659340659340659,41.494123530673846,고위험,293.2981245259771,S00039
전북특별자치도교육청,사립,6,3,3,2025-02-17,2025-02-12 16:00:00.000000,138.0,134.0,중,0.0,14.0,14.0,122.0,2.70805020110221,0.5,0.7156222237991322,0.0412087912087912,50.41792204386712,고위험,293.0382577337506,S00040
경기도교육청,공립,6,1,5,2025-02-25,2025-02-11 14:24:00.000000,139.0,126.0,고,0.0,16.0,16.0,1183.0,2.833213344056216,0.1666666666666666,0.7486975067691373,0.0439560439560439,36.23742454946275,고위험,292.67713324928064,S00041
서울특별시교육청,공립,6,1,5,2025-02-27,2024-12-14 09:36:00.000000,198.0,124.0,중,0.0,16.0,16.0,653.0,2.833213344056216,0.1666666666666666,0.7486975067691373,0.206043956043956,38.91673773627594,고위험,291.2181262490583,S00042
서울특별시교육청,사립,6,1,5,2025-02-26,2025-01-31 00:00:00.000000,151.0,125.0,고,0.0,19.0,19.0,722.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0769230769230769,38.37612627548078,고위험,291.02186990821025,S00043
대구광역시교육청,공립,6,1,5,2025-02-28,2025-02-14 19:12:00.000000,136.0,123.0,고,0.0,17.0,17.0,997.0,2.8903717578961645,0.1666666666666666,0.7638020388802209,0.0357142857142857,36.66171747236881,고위험,289.83849302238497,S00044
경기도교육청,공립,6,2,4,2025-02-28,2025-02-19 12:00:00.000000,131.0,123.0,초,0.0,10.0,10.0,539.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0219780219780219,39.33180823382016,고위험,286.7905991207489,S00045
충청북도교육청,사립,6,1,5,2025-02-24,2025-01-21 04:48:00.000000,160.0,127.0,고,0.0,23.0,23.0,429.0,3.1780538303479458,0.1666666666666666,0.8398241467241946,0.1016483516483516,40.57278800434877,고위험,286.59745978033686,S00046
인천광역시교육청,공립,6,1,5,2025-02-28,2025-02-19 19:12:00.000000,131.0,123.0,초,0.0,19.0,19.0,732.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0219780219780219,37.46788451723903,고위험,284.6489778189279,S00047
경기도교육청,공립,6,1,5,2025-02-26,2025-02-17 00:00:00.000000,134.0,125.0,중,0.0,17.0,17.0,858.0,2.8903717578961645,0.1666666666666666,0.7638020388802209,0.0302197802197802,36.57089329654463,고위험,283.6353976785432,S00048
경상남도교육청,사립,6,1,5,2024-12-06,2024-11-06 04:48:00.000000,236.0,207.0,중,0.0,12.0,12.0,627.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.3104395604395604,38.0116418808167,고위험,282.90317149138303,S00049
충청북도교육청,공립,6,1,5,2025-02-21,2025-01-02 14:24:00.000000,179.0,130.0,초,0.0,18.0,18.0,504.0,2.9444389791664403,0.1666666666666666,0.7780897005728759,0.1538461538461538,39.144652378003016,고위험,282.8028282985555,S00050
인천광역시교육청,사립,6,2,4,2025-02-25,2025-02-19 00:00:00.000000,132.0,126.0,중,0.0,9.0,9.0,571.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0247252747252747,38.442552370412834,고위험,282.5196605535608,S00051
경상북도교육청,사립,6,2,4,2025-02-28,2025-02-17 12:00:00.000000,133.0,123.0,고,0.0,7.0,7.0,880.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.0274725274725274,36.29968691666904,고위험,282.4499557020434,S00052
경기도교육청,사립,6,2,4,2025-02-17,2025-01-22 18:00:00.000000,159.0,134.0,중,0.0,9.0,9.0,438.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0989010989010989,39.66867874403921,고위험,281.03273127961336,S00053
경기도교육청,공립,6,0,6,2025-02-27,2025-01-19 16:00:00.000000,162.0,124.0,고,0.0,27.0,27.0,1278.0,3.332204510175204,0.0,0.8805595999492608,0.1071428571428571,34.4486381826885,고위험,280.88847043236507,S00054
전북특별자치도교육청,사립,6,2,4,2025-02-26,2025-02-07 18:00:00.000000,143.0,125.0,중,0.0,9.0,9.0,497.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0549450549450549,38.9420853374458,고위험,280.7958035336873,S00055
서울특별시교육청,공립,6,1,5,2025-02-25,2025-01-09 09:36:00.000000,172.0,126.0,초,0.0,20.0,20.0,422.0,3.044522437723423,0.1666666666666666,0.8045374921052874,0.1346153846153846,39.80824530638618,고위험,280.5435204688756,S00056
서울특별시교육청,사립,6,1,5,2025-02-28,2025-02-19 19:12:00.000000,131.0,123.0,고,0.0,16.0,16.0,906.0,2.833213344056216,0.1666666666666666,0.7486975067691373,0.0219780219780219,35.874127846166054,고위험,280.18204875219897,S00057
경기도교육청,사립,6,2,4,2024-12-23,2024-12-16 06:00:00.000000,196.0,190.0,고,0.0,7.0,7.0,466.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.2005494505494505,39.16064845513058,고위험,279.854887804186,S00058
경상남도교육청,사립,6,2,4,2025-02-18,2024-12-07 18:00:00.000000,205.0,133.0,고,0.0,8.0,8.0,353.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.2252747252747252,40.7244073035646,고위험,279.7480453795788,S00059
경상북도교육청,공립,6,2,4,2025-02-03,2024-05-30 18:00:00.000000,396.0,148.0,초,0.0,11.0,11.0,77.0,2.4849066497880004,0.3333333333333333,0.6566548958105609,0.75,52.21929651686325,고위험,279.72356657540246,S00060
경상북도교육청,사립,6,2,4,2025-02-20,2025-01-11 06:00:00.000000,170.0,131.0,중,0.0,9.0,9.0,386.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.1291208791208791,40.168211711072175,고위험,279.5074762451727,S00061
전북특별자치도교육청,사립,8,2,6,2025-02-20,2024-12-29 00:00:00.000000,184.0,131.0,중,0.0,7.0,7.0,495.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.1675824175824175,38.61570340018552,고위험,278.28699851732694,S00062
서울특별시교육청,공립,6,0,6,2025-02-13,2025-02-03 12:00:00.000000,147.0,138.0,초,0.0,40.0,40.0,609.0,3.713572066704308,0.0,0.9813387874167306,0.0659340659340659,37.50737251092499,고위험,278.0593667009296,S00063
서울특별시교육청,사립,6,2,4,2025-02-27,2025-02-20 06:00:00.000000,130.0,124.0,중,0.0,8.0,8.0,626.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0192307692307692,37.318500710158006,고위험,277.68496876085743,S00064
경상남도교육청,사립,6,1,5,2025-02-19,2024-10-13 19:12:00.000000,260.0,132.0,고,0.0,12.0,12.0,442.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.3763736263736263,39.1015319907068,고위험,277.3694452917306,S00065
서울특별시교육청,공립,6,1,5,2025-02-26,2025-02-15 09:36:00.000000,135.0,125.0,중,0.0,21.0,21.0,483.0,3.091042453358316,0.1666666666666666,0.8168307490863664,0.0329670329670329,38.584200820206775,고위험,277.1150063485306,S00066
경기도교육청,공립,6,0,6,2024-12-12,2024-12-01 08:00:00.000000,211.0,201.0,초,0.0,19.0,19.0,1484.0,2.995732273553991,0.0,0.7916443316431058,0.2417582417582417,33.37418488353939,고위험,277.11153240944424,S00067
서울특별시교육청,공립,6,2,4,2025-02-25,2025-02-15 00:00:00.000000,136.0,126.0,초,0.0,8.0,8.0,578.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0357142857142857,37.59097323763053,고위험,276.71852442854976,S00068
서울특별시교육청,공립,6,2,4,2025-02-28,2025-02-19 18:00:00.000000,131.0,123.0,중,0.0,9.0,9.0,489.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0219780219780219,38.39714028250075,고위험,276.24459305142574,S00069
서울특별시교육청,사립,6,1,5,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,고,0.0,18.0,18.0,693.0,2.9444389791664403,0.1666666666666666,0.7780897005728759,0.0,36.60157545492609,고위험,276.06635657915416,S00070
경기도교육청,공립,6,3,3,2025-02-25,2025-01-27 16:00:00.000000,154.0,126.0,초,0.0,13.0,13.0,86.0,2.639057329615259,0.5,0.6973903490356274,0.0851648351648351,50.467930577986856,고위험,275.8530714779143,S00071
경상남도교육청,공립,6,0,6,2025-02-14,2024-12-15 20:00:00.000000,197.0,137.0,고,2.0,21.0,23.0,1079.0,3.1780538303479458,0.0,0.8398241467241946,0.2032967032967033,34.526368590429364,고위험,275.68325875842,S00072
경기도교육청,공립,6,3,3,2024-12-06,2024-12-06 00:00:00.000000,207.0,207.0,초,0.0,9.0,9.0,93.0,2.302585092994046,0.5,0.6084750807294722,0.2307692307692307,49.57512563048609,고위험,274.8095352378535,S00073
서울특별시교육청,공립,6,1,5,2025-02-28,2025-02-21 19:12:00.000000,129.0,123.0,초,0.0,12.0,12.0,1461.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.0164835164835164,33.152548474223295,고위험,274.7537558609332,S00074
서울특별시교육청,공립,6,1,5,2025-02-14,2025-02-03 14:24:00.000000,147.0,137.0,중,0.0,19.0,19.0,485.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0659340659340659,38.19447792383243,고위험,274.4734866416216,S00075
경상북도교육청,공립,6,3,3,2025-02-24,2025-02-17 00:00:00.000000,134.0,127.0,고,0.0,15.0,15.0,80.0,2.772588722239781,0.5,0.7326770036545345,0.0302197802197802,50.86917657265274,고위험,274.4111865612296,S00076
부산광역시교육청,공립,6,0,6,2024-08-19,2024-04-22 16:00:00.000000,434.0,316.0,중,0.0,11.0,11.0,457.0,2.4849066497880004,0.0,0.6566548958105609,0.8543956043956044,38.49162252418925,고위험,274.3247584141999,S00077
전라남도교육청,사립,6,2,4,2025-02-24,2025-02-12 18:00:00.000000,138.0,127.0,중,0.0,8.0,8.0,526.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0412087912087912,37.6817974134547,고위험,273.8411788330825,S00078
전북특별자치도교육청,사립,6,4,2,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,9.0,9.0,60.0,2.302585092994046,0.6666666666666666,0.6084750807294722,0.0,53.48717691253738,고위험,273.36621455070144,S00079
대전광역시교육청,사립,6,2,4,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,14.0,14.0,245.0,2.70805020110221,0.3333333333333333,0.7156222237991322,0.0,42.01007405851913,고위험,273.28945959973856,S00080
서울특별시교육청,공립,6,1,5,2025-02-26,2025-02-12 14:24:00.000000,138.0,125.0,중,0.0,12.0,12.0,1239.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.0412087912087912,33.56125726543208,고위험,272.6136176620445,S00081
인천광역시교육청,공립,6,1,5,2025-02-28,2025-02-11 09:36:00.000000,139.0,123.0,중,0.0,22.0,22.0,379.0,3.1354942159291497,0.1666666666666666,0.8285774549523743,0.0439560439560439,39.20176942654268,고위험,272.0669932298662,S00082
전북특별자치도교육청,공립,6,1,5,2024-12-12,2024-12-12 00:00:00.000000,201.0,201.0,중,0.0,10.0,10.0,914.0,2.3978952727983707,0.1666666666666666,0.6336614981727329,0.2142857142857142,34.78398772099964,고위험,271.9733586779723,S00083
경기도교육청,사립,6,1,5,2024-12-27,2024-11-22 00:00:00.000000,221.0,186.0,고,0.0,9.0,9.0,885.0,2.302585092994046,0.1666666666666666,0.6084750807294722,0.2692307692307692,34.757561527922,고위험,270.64729351116927,S00084
서울특별시교육청,사립,6,2,4,2025-02-25,2025-01-30 18:00:00.000000,151.0,126.0,고,0.0,7.0,7.0,534.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.0769230769230769,37.11710449908662,고위험,270.29665583476265,S00085
서울특별시교육청,공립,6,1,5,2025-02-27,2025-02-09 00:00:00.000000,142.0,124.0,초,0.0,15.0,15.0,698.0,2.772588722239781,0.1666666666666666,0.7326770036545345,0.0521978021978022,35.779139942616105,고위험,270.120010424259,S00086
경상북도교육청,사립,6,1,5,2025-02-19,2024-12-09 00:00:00.000000,204.0,132.0,고,0.0,13.0,13.0,508.0,2.639057329615259,0.1666666666666666,0.6973903490356274,0.2225274725274725,37.28520164025792,고위험,269.66328264976966,S00087
서울특별시교육청,공립,6,1,5,2025-02-26,2025-01-29 19:12:00.000000,152.0,125.0,초,0.0,13.0,13.0,827.0,2.639057329615259,0.1666666666666666,0.6973903490356274,0.0796703296703296,34.92377306882935,고위험,269.5770637190594,S00088
경기도교육청,공립,6,1,5,2025-02-19,2024-12-15 04:48:00.000000,197.0,132.0,초,0.0,19.0,19.0,282.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.2032967032967033,40.46508231943682,고위험,268.9085557625797,S00089
서울특별시교육청,공립,6,1,5,2025-02-26,2025-02-14 04:48:00.000000,136.0,125.0,초,0.0,19.0,19.0,445.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0357142857142857,37.69494495679947,고위험,267.6461320721164,S00090
경상북도교육청,사립,6,2,4,2024-11-26,2024-11-26 00:00:00.000000,217.0,217.0,중,0.0,6.0,6.0,358.0,1.9459101490553128,0.3333333333333333,0.5142210981219936,0.2582417582417582,38.804814548376775,고위험,267.10604876197755,S00091
서울특별시교육청,공립,6,1,5,2025-02-27,2025-02-01 09:36:00.000000,149.0,124.0,초,0.0,10.0,10.0,1383.0,2.3978952727983707,0.1666666666666666,0.6336614981727329,0.0714285714285714,32.422559149571065,고위험,266.9262770703524,S00092
서울특별시교육청,사립,6,2,4,2025-02-26,2025-02-23 06:00:00.000000,127.0,125.0,고,0.0,8.0,8.0,465.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0109890109890109,37.18226444642173,고위험,265.6369995023869,S00093
서울특별시교육청,공립,6,1,5,2025-02-25,2025-01-23 19:12:00.000000,158.0,126.0,중,0.0,14.0,14.0,590.0,2.70805020110221,0.1666666666666666,0.7156222237991322,0.0961538461538461,35.87283046877554,고위험,264.8066345441008,S00094
전북특별자치도교육청,공립,6,1,5,2024-12-11,2024-12-05 09:36:00.000000,207.0,202.0,초,0.0,10.0,10.0,698.0,2.3978952727983707,0.1666666666666666,0.6336614981727329,0.2307692307692307,35.05646024847216,고위험,264.664031134968,S00095
서울특별시교육청,공립,6,1,5,2025-02-14,2025-02-08 19:12:00.000000,142.0,137.0,중,0.0,17.0,17.0,472.0,2.8903717578961645,0.1666666666666666,0.7638020388802209,0.0521978021978022,36.93418999984133,고위험,264.4153893055489,S00096
전북특별자치도교육청,사립,6,1,5,2025-02-26,2025-01-30 04:48:00.000000,151.0,125.0,고,0.0,21.0,21.0,301.0,3.091042453358316,0.1666666666666666,0.8168307490863664,0.0769230769230769,39.31079422680018,고위험,263.792215653984,S00097
전북특별자치도교육청,공립,6,2,4,2025-02-26,2025-02-16 18:00:00.000000,134.0,125.0,중,0.0,6.0,6.0,680.0,1.9459101490553128,0.3333333333333333,0.5142210981219936,0.0302197802197802,35.03561125167348,고위험,263.5926041859983,S00098
강원특별자치도교육청,공립,6,1,5,2025-02-28,2024-12-15 14:24:00.000000,197.0,123.0,중,0.0,12.0,12.0,529.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.2032967032967033,36.24057045224527,고위험,263.573211546251,S00099
광주광역시교육청,사립,6,2,4,2025-02-26,2025-02-07 00:00:00.000000,144.0,125.0,고,0.0,6.0,6.0,617.0,1.9459101490553128,0.3333333333333333,0.5142210981219936,0.0576923076923076,35.48973213079436,고위험,263.5640860276096,S00100
광주광역시교육청,사립,6,2,4,2025-02-27,2025-01-22 00:00:00.000000,160.0,124.0,고,0.0,7.0,7.0,408.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.1016483516483516,37.52581329029541,고위험,263.1953654169773,S00101
서울특별시교육청,공립,6,1,5,2025-02-25,2025-02-12 14:24:00.000000,138.0,126.0,고,0.0,14.0,14.0,679.0,2.70805020110221,0.1666666666666666,0.7156222237991322,0.0412087912087912,34.964588710533775,고위험,263.0068809304875,S00102
광주광역시교육청,공립,6,0,6,2024-12-24,2024-10-18 04:00:00.000000,255.0,189.0,초,0.0,15.0,15.0,1017.0,2.772588722239781,0.0,0.7326770036545345,0.3626373626373626,33.18403921001538,고위험,263.0032617836233,S00103
인천광역시교육청,사립,6,1,5,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,초,0.0,19.0,19.0,438.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0,37.10458781394232,고위험,262.8674305902705,S00104
경상북도교육청,사립,6,1,5,2025-02-25,2024-12-09 14:24:00.000000,203.0,126.0,중,0.0,14.0,14.0,374.0,2.70805020110221,0.1666666666666666,0.7156222237991322,0.2197802197802197,37.91637442481949,고위험,262.643920813721,S00105
울산광역시교육청,공립,6,0,6,2024-12-02,2024-11-24 16:00:00.000000,218.0,211.0,초,0.0,21.0,21.0,714.0,3.091042453358316,0.0,0.8168307490863664,0.260989010989011,34.626737450243404,고위험,262.20343950492696,S00106
경상남도교육청,공립,6,1,5,2025-02-24,2025-01-10 14:24:00.000000,171.0,127.0,중,0.0,13.0,13.0,557.0,2.639057329615259,0.1666666666666666,0.6973903490356274,0.1318681318681318,35.786602739159015,고위험,262.1139245057389,S00107
경상남도교육청,공립,6,0,6,2025-02-24,2024-12-04 16:00:00.000000,208.0,127.0,고,1.0,17.0,18.0,1081.0,2.9444389791664403,0.0,0.7780897005728759,0.2335164835164835,32.734936260786895,고위험,261.4397439912078,S00108
